StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"consent ","pid ",button_1,button_2,button_3,button_4,button_5,button_6,button_7,button_8,button_9,button_10,button_11,button_12,button_13,button_14,button_15,button_16,button_17,button_18,button_19,button_20,target_easy,target_hard,age_1,"gender ",feedback,PROLIFIC_PID
2023-01-30 11:38:39,2023-01-30 11:38:46,Survey Preview,,100,6,True,2023-01-30 11:38:48,R_2sSGyvkKE8Rll7y,,,,,51.4964,-0.1224,preview,EN,I do no consent,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30 11:38:57,2023-01-30 11:44:42,Survey Preview,,100,344,True,2023-01-30 11:44:43,R_3lyMXmzLlVpnekD,,,,,51.4964,-0.1224,preview,EN,I consent,aaa,enlarge the shape,replicate a shape,shrink a shape,rotate and replicate,"add ridges ",make it long,add a big block,remove a big block,merge two shapes together,make a hole,fine tune the height,make a medium dump,make a shallow dump,make a deep dump,make a slope,,,,,,one that looks like a series of mountains,"one that have very subtle control over the particular height of the ridges, like 0.000001cm precision",20,Male,no,
2023-01-30 11:47:27,2023-01-30 11:47:30,Survey Preview,,100,3,True,2023-01-30 11:47:32,R_O8uoW4op0nAfDDb,,,,,51.4964,-0.1224,preview,EN,I do no consent,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30 11:47:38,2023-01-30 11:49:28,Survey Preview,,100,109,True,2023-01-30 11:49:29,R_3k6QrixOZuRCj6K,,,,,51.4964,-0.1224,preview,EN,I consent,yy,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a cross,a maze,90,Non-binary / third gender,sss,
2023-01-30 11:49:57,2023-01-30 11:50:04,IP Address,192.41.114.226,100,6,True,2023-01-30 11:50:04,R_3NUMVCtq86MhBcg,,,,,51.4964,-0.1224,anonymous,EN,I do no consent,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30 11:50:07,2023-01-30 11:55:13,IP Address,192.41.114.226,100,305,True,2023-01-30 11:55:13,R_2Sl81TNcScvQsye,,,,,51.4964,-0.1224,anonymous,EN,I consent,bonan testing,make a long smooth stick,locate to a particular location,make a dump,control the depth of the dump,move to next location,create a mold of frequently used shapes,replicate an existing key,make the material thin,control the level of thinness,make a circle,make a triangle,make a square,make ridges,make a slope,make a large circle,make a small circle,make a hole,make a square hole,make a triangle hole,make it short,"a long stick with many pumps, all pumps of the same length","a long stick with many pumps each of different length, may contain very subtle differences and pointing towards different angles",80,Male,no,
2023-01-30 13:28:59,2023-01-30 13:36:35,IP Address,163.158.111.63,100,456,True,2023-01-30 13:36:35,R_31nhDXEdWiGnPBZ,,,,,52.3336,6.6439,anonymous,EN,I consent,5e8cc1a3e6592d059b4c6a14,round edge,square edge,round corner,square corner,point vortice,round vortice,smooth edge,unsmooth edge,smooth corner,unsmooth corner,transform corner to edge,transform edge to corner,round bottom,make etch bottom,round top,make etch top,round etch,protrude etch,etch horizontally,cut hole in handle,"squares, circles, rectangles, triangles","hexagons and shapes with more sides, all shapes not listed above.",32,Male,"This was quite a hard experience, despite looking very simple. Kudos to you who designed it!",
2023-01-30 13:31:08,2023-01-30 13:38:12,IP Address,41.13.108.168,100,423,True,2023-01-30 13:38:12,R_1Kl5Q7U1PAu5Xqw,,,,,-25.7599,28.2604,anonymous,EN,I consent,61208ea31c5e4b44bf2e099f,Flowers,Horizontal lines,"Colour ","Vertical lines ","Circle ",Squares,"Triangles ",White,Black,Stars,Hearts,Red,Orange,"Big lines ","Small lines ","Narrow ",Wide,"Yellow ","Rectangles ",Trees,"The machine might be able to create basic shapes such as circles, square and triangles. ",It might be difficult for the machine to be able to crate shapes such as stars and hearts,28,Female,"The experiment was a bit confusing but nonetheless I did my best to answer it. ",
2023-01-30 13:28:59,2023-01-30 13:41:28,IP Address,94.63.65.194,100,749,True,2023-01-30 13:41:29,R_xbActvQwpydGVl7,,,,,38.731,-9.1373,anonymous,EN,I consent,57b5cf728f963300014c8dfb,Change size,Number of  keys desired,Stop operation,Save design,Available colours,Shape wanted,choose materials,schedule production,Size desired,choose box to store the keys,On Button,Off Button,Pause Button,Velocity button,Emergency button,Order information button,delete order button,New order button,Previous orders button,Suggestions button,"Size, quantity, choose colours.",Use certain materials that are not compatible with the product.,46,Female,I would like to know the goal of this experiment,
2023-01-30 13:31:41,2023-01-30 13:47:44,IP Address,2.84.203.211,100,962,True,2023-01-30 13:47:44,R_296BFor6ffbGx4s,,,,,37.8693,23.7461,anonymous,EN,I consent,5f2a942116fd782e845c42e9,Dual,Automatic,Laser,"Manual ","Cylinder ",Code,"Skeleton ","Mortise ",Tumbular,Spare,"Semi automatic ",Car key,House key,Defu,Back up,-,-,-,-,-,House keys are the most common and the most easy keys to be made,Maybe security keys are the most difficult,27,Male,No,
2023-01-30 13:28:38,2023-01-30 13:47:57,IP Address,2.86.146.179,100,1159,True,2023-01-30 13:47:58,R_1lmGfeWdbvulENt,,,,,37.9842,23.7353,anonymous,EN,I consent,6165ee51589a30c811a48217,make round corners,add a colour,add a sertain image,thicker or no,changing the handle,make the handle round,make the handle triangle,make the handle square,make the handle bigger,change key type,add an extra plastic cover,make  sharper edges,changing the place of the hole,changing the shape of the hole,changing the width of the hole,adding an extra hole,make a bigger hole,different mixture of the material,different size of the key,different weight of the key,"round, square","triangle, rhombus",29,Female,"difficult ",
2023-01-30 13:28:53,2023-01-30 13:48:53,IP Address,102.182.218.66,100,1199,True,2023-01-30 13:48:53,R_1JURsxVpW035htY,,,,,-26.3811,27.8376,anonymous,EN,I consent,615e9041a49c083f92c6a112,Red - switch of the machine,Green - Switch on the machine,Yellow - make the machine to sleep,Star button - to make star sharp,Triangle - to make a triangle shape,Square - to make square shape,Small size button - to make the button small,Medium size button - to make the button medium,Big size button - to make the button big,Delete Button - to delete the button,Undo button - to undo the shape to previous state,"Skip button - if you want skip a shape ",Up button - move the shape upwards,Down button - to move the shape ownwards,Left button - move the shape to the left hand side,Right  button - move the shape to the right hand side,Bright color button - to make the color of the shape bright,Finish button - button to press whe the final shape has been created,Next button - button to press when you move to the next shape,Preview button - when you want to see final while you are still busy,"Circle, Triangle and Square shape",Star shape,39,Male,None,
2023-01-30 13:42:39,2023-01-30 13:50:58,IP Address,197.245.195.27,100,499,True,2023-01-30 13:50:59,R_2xPjjUALQ0sP95g,,,,,-26.1833,28.3167,anonymous,EN,I consent,6144fbdbf47ffef663e96440,square,rectangle,circle,oval,vertical line,horizontal line,increase width,decrease width,increase length,decrease lenght,increase depth,decrease depth,trangle,stop button for when the pressed button or shape is wrong,start button to when the shape has been chosen,confirm button to confirm the chosen shape,continue button for when the process has been stopped and changes made to the shape of the key,copy button for when a key shape is being copied for another,print button,"and engraving button of what you'd like to write on the key ",a basic car key which does not have too much complications to it,small padlock keys as it is very small and requires intricate details,57,Female,questions where not the easiest to understand. Pictures could have helped,
2023-01-30 13:43:32,2023-01-30 13:54:19,IP Address,188.37.50.16,100,646,True,2023-01-30 13:54:19,R_2rCQVBuZM6CVlZZ,,,,,38.731,-9.1373,anonymous,EN,I consent,5c1b822abdb7e80001834a09,Vertical Cut,Horizontal Cut,Extrude,Subtract,"Edge Smoother ","Add Cube ","Add Sphere ","Add Cylinder ","Chanfer ",Scale Changer,Trim,Circular Cut,Revolve,Multiply,Color Changer,Mirror,Rotate,Pattern,Add reference image,Plane views,"things with less geometry complication like some kind of furniture or non complicated structures. ","Complicated froms like spring horses from parks or 3D replicas of things like airplanes or famous buildings or people ",22,Male,no,
2023-01-30 13:49:20,2023-01-30 14:02:21,IP Address,102.32.123.46,100,780,True,2023-01-30 14:02:21,R_9SUjeJGOZmIsuaZ,,,,,-25.8775,28.168,anonymous,EN,I consent,613636704a5fb724220f56ec,L,E,3,M,F,2,D,V,F,R,W,P,Z,X,7,H,H,K,V,U,E I Thick its got an easy shape,x i think will be difficult,54,Female,"no ",
2023-01-30 14:15:13,2023-01-30 14:28:53,IP Address,82.10.178.61,100,819,True,2023-01-30 14:28:53,R_06qfRy27K1zDcXL,,,,,51.6013,-0.2636,anonymous,EN,I consent,5e356b29d87fbf512a4cd090,rotating object button,holding in place button,moving backwards button,moving forward button,button to smooth object,button to cut to size,button to punch holes,button to heat object,button to engrave,button to slide object,"button to zigzag ",button to lower object,button to make object higher,button to colour,button to texture object,on/off button,button for a light,button to magnify,button to polish,emergency safety button,"metal utensils, saucepans, cutlery","sewing needles, staples, drawing pins",63,Female,No,
